strategy,n_steps,dt_s,switch_penalty_g_per_change,hysteresis_start_multiplier,hysteresis_stop_multiplier,total_hydrogen_g,hydrogen_g_per_net_kwh,energy_weighted_efficiency_lhv_pct,total_stack_state_changes,total_stack_starts,total_stack_stops,mode_change_events,one_stack_share,two_stack_share,power_balance_mae_kw,power_balance_max_abs_kw,total_evaluated_objective_g,runtime_s,seed,failed_stack,fault_step,fault_demand_net_power_kw,faulted_stack_active_before_fault,faulted_stack_post_fault_max_kw,reconfiguration_delay_steps,fault_step_state_changes,reserve_stack_1_post_fault_share,healthy_post_fault_hydrogen_g,faulted_post_fault_hydrogen_g,incremental_post_fault_hydrogen_g,incremental_post_fault_hydrogen_pct
offline_dp,900,1.0,0.1191379965684705,1.0,2.0,1178.9893800347443,66.06660943573954,45.40871743869357,10,6,4,9,0.07666666666666666,0.9233333333333333,0.0,0.0,1180.180760000429,0.05824479996226728,3032,stack_2,308,85.0270288653882,True,0.0,0,2,0.9746621621621622,791.1983833453662,803.4871229256969,12.288739580330684,1.553180572534929
average,900,1.0,0.1191379965684705,1.0,2.0,1198.8364793795274,67.17877429748364,44.65696243154527,4,3,1,2,0.0,1.0,0.0,0.0,1199.3130313658014,0.1877780999056995,3032,stack_3,308,85.0270288653882,True,0.0,0,2,1.0,792.2847567332248,822.0281995146943,29.743442781469525,3.7541354328346044
daisy_chain,900,1.0,0.1191379965684705,1.0,2.0,1407.4534993240331,78.8689722006364,38.03777222262063,38,20,18,37,0.43666666666666665,0.5633333333333334,0.0,0.0,1411.9807431936351,0.19370509986765683,3032,stack_3,308,85.0270288653882,True,0.0,0,2,0.5861486486486487,958.828646205065,956.8145400143891,-2.014106190675875,-0.21005903386882574
instantaneous,900,1.0,0.1191379965684705,1.0,2.0,1192.9824427966564,66.85073372723554,44.87609683149624,20,11,9,19,0.13,0.87,0.0,0.0,1195.365202728026,0.04866069997660816,3032,stack_3,308,85.0270288653882,True,0.0,0,2,0.9239864864864865,790.5557471518389,817.7370530125313,27.18130586069242,3.4382528947034308
sticky,900,1.0,0.1191379965684705,1.0,2.0,1196.2077891938352,67.0314713185369,44.75509698636691,4,3,1,3,0.04,0.96,0.0,0.0,1196.6843411801092,0.05024100001901388,3032,stack_3,308,85.0270288653882,True,0.0,0,2,1.0,791.1983833453662,818.4347566276883,27.23637328232212,3.4424202394297776
one_step_greedy,900,1.0,0.1191379965684705,1.0,2.0,1196.2077891938352,67.0314713185369,44.75509698636691,4,3,1,3,0.04,0.96,0.0,0.0,1196.6843411801092,0.04979779990389943,3032,stack_3,308,85.0270288653882,True,0.0,0,2,1.0,791.1983833453662,818.4347566276883,27.23637328232212,3.4424202394297776
break_even_hysteresis,900,1.0,0.1191379965684705,1.0,2.0,1194.5834363258148,66.94044803339573,44.815953405381016,8,5,3,7,0.025555555555555557,0.9744444444444444,0.0,0.0,1195.5365402983625,0.05334550002589822,3032,stack_3,308,85.0270288653882,True,0.0,0,2,1.0,791.1983833453662,818.4347566276883,27.23637328232212,3.4424202394297776
offline_dp,900,1.0,0.1191379965684705,1.0,2.0,1193.9370137367239,66.90422468020263,44.84021770433447,8,5,3,7,0.06,0.94,0.0,0.0,1194.8901177092716,0.06004360015504062,3032,stack_3,308,85.0270288653882,True,0.0,0,2,1.0,791.1983833453662,818.4347566276883,27.23637328232212,3.4424202394297776
average,900,1.0,0.1191379965684705,1.0,2.0,1046.0089509708228,64.88215014036051,46.23767852190549,2,2,0,1,0.0,1.0,0.0,0.0,1046.2472269639597,0.19177579996176064,3033,stack_1,335,102.22761336864997,False,0.0,0,0,0.0,674.1288081876783,674.1288081876783,0.0,0.0
daisy_chain,900,1.0,0.1191379965684705,1.0,2.0,1250.3696714772645,77.55829687733146,38.680581198745244,29,15,14,29,0.5433333333333333,0.45666666666666667,0.0,0.0,1253.8246733777503,0.20917859999462962,3033,stack_1,335,102.22761336864997,False,0.0,0,0,0.0,803.6241837630008,803.6241837630008,0.0,0.0
instantaneous,900,1.0,0.1191379965684705,1.0,2.0,1042.1473455955777,64.64262134903713,46.40900906232658,22,12,10,22,0.2,0.8,0.0,0.0,1044.768381520084,0.04965610010549426,3033,stack_1,335,102.22761336864997,False,0.0,0,0,0.0,672.0159515363785,672.0159515363785,0.0,0.0
sticky,900,1.0,0.1191379965684705,1.0,2.0,1045.9566816980353,64.87890796657072,46.23998914324787,2,2,0,2,0.03333333333333333,0.9666666666666667,0.0,0.0,1046.1949576911722,0.05157879996113479,3033,stack_1,335,102.22761336864997,False,0.0,0,0,0.0,673.2948834197387,673.2948834197387,0.0,0.0
one_step_greedy,900,1.0,0.1191379965684705,1.0,2.0,1045.9566816980353,64.87890796657072,46.23998914324787,2,2,0,2,0.03333333333333333,0.9666666666666667,0.0,0.0,1046.1949576911722,0.05285639991052449,3033,stack_1,335,102.22761336864997,False,0.0,0,0,0.0,673.2948834197387,673.2948834197387,0.0,0.0
break_even_hysteresis,900,1.0,0.1191379965684705,1.0,2.0,1044.6031701438474,64.79495195472778,46.29990314825925,14,8,6,14,0.05,0.95,0.0,0.0,1046.2711020958059,0.058515500044450164,3033,stack_1,335,102.22761336864997,False,0.0,0,0,0.0,673.464184307201,673.464184307201,0.0,0.0
offline_dp,900,1.0,0.1191379965684705,1.0,2.0,1042.7885598643277,64.68239477585013,46.38047200318085,14,8,6,14,0.1511111111111111,0.8488888888888889,0.0,0.0,1044.4564918162862,0.0664464000146836,3033,stack_1,335,102.22761336864997,False,0.0,0,0,0.0,672.5226851783103,672.5226851783103,0.0,0.0
average,900,1.0,0.1191379965684705,1.0,2.0,1059.325567763077,65.70815715423433,45.65643186367561,4,3,1,2,0.0,1.0,0.0,0.0,1059.802119749351,0.19242689991369843,3033,stack_2,335,102.22761336864997,True,0.0,0,2,1.0,674.1288081876783,687.4454249799345,13.31661679225624,1.9753816526631551
daisy_chain,900,1.0,0.1191379965684705,1.0,2.0,1252.5660195968837,77.69453260296781,38.612755614742014,31,16,15,30,0.5433333333333333,0.45666666666666667,0.0,0.0,1256.2592974905062,0.1852710999082774,3033,stack_2,335,102.22761336864997,True,0.0,0,2,0.4584070796460177,803.6241837630008,805.8205318826231,2.1963481196222574,0.27330537880752015
instantaneous,900,1.0,0.1191379965684705,1.0,2.0,1051.7476973723626,65.23811478607084,45.98538768076921,24,13,11,23,0.2,0.8,0.0,0.0,1054.6070092900059,0.05110019980929792,3033,stack_2,335,102.22761336864997,True,0.0,0,2,0.8424778761061947,672.0159515363785,681.6163033131705,9.600351776792081,1.4285898652916629
sticky,900,1.0,0.1191379965684705,1.0,2.0,1055.810043333423,65.4900951733543,45.808453813647674,4,3,1,3,0.03333333333333333,0.9666666666666667,0.0,0.0,1056.286595319697,0.052360699977725744,3033,stack_2,335,102.22761336864997,True,0.0,0,2,1.0,673.2948834197387,683.1482450551317,9.853361635393071,1.4634541087475306
one_step_greedy,900,1.0,0.1191379965684705,1.0,2.0,1055.810043333423,65.4900951733543,45.808453813647674,4,3,1,3,0.03333333333333333,0.9666666666666667,0.0,0.0,1056.286595319697,0.05379280005581677,3033,stack_2,335,102.22761336864997,True,0.0,0,2,1.0,673.2948834197387,683.1482450551317,9.853361635393071,1.4634541087475306
break_even_hysteresis,900,1.0,0.1191379965684705,1.0,2.0,1054.2865253114546,65.39559395044303,45.87465024437884,16,9,7,15,0.058888888888888886,0.9411111111111111,0.0,0.0,1056.1927332565501,0.05663140001706779,3033,stack_2,335,102.22761336864997,True,0.0,0,2,0.9699115044247788,673.464184307201,683.1475394748138,9.68335516761283,1.437842634137132
offline_dp,900,1.0,0.1191379965684705,1.0,2.0,1052.6434394927132,65.29367614114882,45.94625662544603,14,8,6,14,0.1511111111111111,0.8488888888888889,0.0,0.0,1054.3113714446717,0.05775940022431314,3033,stack_2,335,102.22761336864997,True,0.0,0,0,0.904424778761062,672.5226851783103,682.2225775308292,9.699892352518873,1.442314522066579
average,900,1.0,0.1191379965684705,1.0,2.0,1067.6899083942476,66.22698292924613,45.298756901021044,4,3,1,2,0.0,1.0,0.0,0.0,1068.1664603805216,0.20148429996334016,3033,stack_3,335,102.22761336864997,True,0.0,0,2,1.0,674.1288081876783,695.8097656111042,21.68095742342598,3.2161446240092983
daisy_chain,900,1.0,0.1191379965684705,1.0,2.0,1251.4881287023597,77.62767287027765,38.64601229272024,31,16,15,30,0.5433333333333333,0.45666666666666667,0.0,0.0,1255.1814065959823,0.18966639996506274,3033,stack_3,335,102.22761336864997,True,0.0,0,2,0.4584070796460177,803.6241837630008,804.7426409880935,1.1184572250926976,0.1391766509384329
instantaneous,900,1.0,0.1191379965684705,1.0,2.0,1063.1351987015123,65.94446205994045,45.49282693781223,24,13,11,23,0.2,0.8,0.0,0.0,1065.9945106191556,0.051695199916139245,3033,stack_3,335,102.22761336864997,True,0.0,0,2,0.8424778761061947,672.0159515363785,693.0038046423181,20.98785310593962,3.1231182917543343
sticky,900,1.0,0.1191379965684705,1.0,2.0,1067.060278831391,66.18792808196959,45.325485884445435,4,3,1,3,0.03333333333333333,0.9666666666666667,0.0,0.0,1067.536830817665,0.050473300041630864,3033,stack_3,335,102.22761336864997,True,0.0,0,2,1.0,673.2948834197387,694.3984805530959,21.103597133357198,3.134376578976772
one_step_greedy,900,1.0,0.1191379965684705,1.0,2.0,1067.060278831391,66.18792808196959,45.325485884445435,4,3,1,3,0.03333333333333333,0.9666666666666667,0.0,0.0,1067.536830817665,0.05238529993221164,3033,stack_3,335,102.22761336864997,True,0.0,0,2,1.0,673.2948834197387,694.3984805530959,21.103597133357198,3.134376578976772
break_even_hysteresis,900,1.0,0.1191379965684705,1.0,2.0,1065.719397943068,66.10475552877512,45.38251410209231,16,9,7,15,0.05444444444444444,0.9455555555555556,0.0,0.0,1067.6256058881636,0.05688840011134744,3033,stack_3,335,102.22761336864997,True,0.0,0,2,0.9769911504424779,673.464184307201,694.5804121064236,21.116227799222656,3.1354641109749837
offline_dp,900,1.0,0.1191379965684705,1.0,2.0,1063.821904365791,65.98705724038379,45.46346094918764,16,9,7,15,0.1511111111111111,0.8488888888888889,0.0,0.0,1065.7281123108864,0.061161400051787496,3033,stack_3,335,102.22761336864997,True,0.0,0,2,0.904424778761062,672.5226851783103,693.556029679777,21.033344501466672,3.127529370386961
average,900,1.0,0.1191379965684705,1.0,2.0,1139.667115223679,65.09620509154138,46.085635802905415,2,2,0,1,0.0,1.0,0.0,0.0,1139.905391216816,0.18704600003547966,3034,stack_1,354,83.23189536780758,False,0.0,0,0,0.0,662.8968173975072,662.8968173975072,0.0,0.0
daisy_chain,900,1.0,0.1191379965684705,1.0,2.0,1374.69418331806,78.52062527737145,38.20652203675921,27,14,13,27,0.4688888888888889,0.5311111111111111,0.0,0.0,1377.9109092254087,0.195336899952963,3034,stack_1,354,83.23189536780758,False,0.0,0,0,0.0,788.0267672290031,788.0267672290031,0.0,0.0
instantaneous,900,1.0,0.1191379965684705,1.0,2.0,1136.9032580735936,64.93833740414183,46.19767182103217,13,7,6,13,0.10222222222222223,0.8977777777777778,0.0,0.0,1138.4520520289836,0.048178200144320726,3034,stack_1,354,83.23189536780758,False,0.0,0,0,0.0,660.9184674045371,660.9184674045371,0.0,0.0
sticky,900,1.0,0.1191379965684705,1.0,2.0,1139.1054961143577,65.06412618688988,46.10835764370085,2,2,0,2,0.02666666666666667,0.9733333333333334,0.0,0.0,1139.3437721074947,0.047253600088879466,3034,stack_1,354,83.23189536780758,False,0.0,0,0,0.0,662.0441313675128,662.0441313675128,0.0,0.0
one_step_greedy,900,1.0,0.1191379965684705,1.0,2.0,1139.1054961143577,65.06412618688988,46.10835764370085,2,2,0,2,0.02666666666666667,0.9733333333333334,0.0,0.0,1139.3437721074947,0.050075799925252795,3034,stack_1,354,83.23189536780758,False,0.0,0,0,0.0,662.0441313675128,662.0441313675128,0.0,0.0
break_even_hysteresis,900,1.0,0.1191379965684705,1.0,2.0,1137.8957523387508,64.995027300142,46.15737733513413,4,3,1,4,0.03222222222222222,0.9677777777777777,0.0,0.0,1138.3723043250247,0.05897669983096421,3034,stack_1,354,83.23189536780758,False,0.0,0,0,0.0,661.821247163213,661.821247163213,0.0,0.0
offline_dp,900,1.0,0.1191379965684705,1.0,2.0,1137.570810169396,64.97646705406957,46.170561989828954,4,3,1,4,0.05,0.95,0.0,0.0,1138.04736215567,0.05757699999958277,3034,stack_1,354,83.23189536780758,False,0.0,0,0,0.0,661.5860195003409,661.5860195003409,0.0,0.0
average,900,1.0,0.1191379965684705,1.0,2.0,1153.0391947162825,65.85999972729347,45.55116933528851,4,3,1,2,0.0,1.0,0.0,0.0,1153.5157467025565,0.19549089996144176,3034,stack_2,354,83.23189536780758,True,0.0,0,2,1.0,662.8968173975072,676.2688968901155,13.372079492608236,2.0172188403477564
daisy_chain,900,1.0,0.1191379965684705,1.0,2.0,1376.9878771900276,78.65163789036372,38.14288017983614,29,15,14,28,0.4688888888888889,0.5311111111111111,0.0,0.0,1380.4428790905133,0.2103955999482423,3034,stack_2,354,83.23189536780758,True,0.0,0,2,0.46886446886446886,788.0267672290031,790.3204611009711,2.293693871968003,0.29106801537128746
instantaneous,900,1.0,0.1191379965684705,1.0,2.0,1146.6711710470352,65.49626704670301,45.80413717106666,15,8,7,14,0.10222222222222223,0.8977777777777778,0.0,0.0,1148.4582409955622,0.04666180000640452,3034,stack_2,354,83.23189536780758,True,0.0,0,2,0.8534798534798534,660.9184674045371,670.6863803779804,9.767912973443345,1.4779301010913626
sticky,900,1.0,0.1191379965684705,1.0,2.0,1149.1003210286183,65.63501672482127,45.707309142278035,4,3,1,3,0.02666666666666667,0.9733333333333334,0.0,0.0,1149.5768730148923,0.04785470012575388,3034,stack_2,354,83.23189536780758,True,0.0,0,2,1.0,662.0441313675128,672.0389562817758,9.99482491426295,1.5096916414949035
one_step_greedy,900,1.0,0.1191379965684705,1.0,2.0,1149.1003210286183,65.63501672482127,45.707309142278035,4,3,1,3,0.02666666666666667,0.9733333333333334,0.0,0.0,1149.5768730148923,0.052095700055360794,3034,stack_2,354,83.23189536780758,True,0.0,0,2,1.0,662.0441313675128,672.0389562817758,9.99482491426295,1.5096916414949035
break_even_hysteresis,900,1.0,0.1191379965684705,1.0,2.0,1147.794899036937,65.5604528310611,45.75929345287646,6,4,2,5,0.035555555555555556,0.9644444444444444,0.0,0.0,1148.5097270163478,0.05274229985661805,3034,stack_2,354,83.23189536780758,True,0.0,0,2,0.9652014652014652,661.821247163213,671.7203938614025,9.899146698189497,1.4957432600752218
offline_dp,900,1.0,0.1191379965684705,1.0,2.0,1147.4720091436907,65.54200980815381,45.77216976991104,6,4,2,5,0.05,0.95,0.0,0.0,1148.1868371231014,0.05764480005018413,3034,stack_2,354,83.23189536780758,True,0.0,0,2,0.9395604395604396,661.5860195003409,671.4872184746382,9.901198974297358,1.4965852787782952
average,900,1.0,0.1191379965684705,1.0,2.0,1161.564573247223,66.34695752568902,45.21684357324775,4,3,1,2,0.0,1.0,0.0,0.0,1162.041125233497,0.19236220000311732,3034,stack_3,354,83.23189536780758,True,0.0,0,2,1.0,662.8968173975072,684.7942754210587,21.897458023551508,3.303298107467101
daisy_chain,900,1.0,0.1191379965684705,1.0,2.0,1375.6162276821633,78.5732911727258,38.180913071404454,29,15,14,28,0.4688888888888889,0.5311111111111111,0.0,0.0,1379.071229582649,0.19979099999181926,3034,stack_3,354,83.23189536780758,True,0.0,0,2,0.46886446886446886,788.0267672290031,788.948811593111,0.9220443641079328,0.1170067315543255
instantaneous,900,1.0,0.1191379965684705,1.0,2.0,1158.5584885145265,66.17525413470037,45.33416666437672,15,8,7,14,0.10222222222222223,0.8977777777777778,0.0,0.0,1160.3455584630535,0.049603900173678994,3034,stack_3,354,83.23189536780758,True,0.0,0,2,0.8534798534798534,660.9184674045371,682.5736978454739,21.65523044093686,3.2765358374654108
sticky,900,1.0,0.1191379965684705,1.0,2.0,1160.8631166650578,66.30689129852016,45.24416604744291,4,3,1,3,0.02666666666666667,0.9733333333333334,0.0,0.0,1161.3396686513317,0.0486737999599427,3034,stack_3,354,83.23189536780758,True,0.0,0,2,1.0,662.0441313675128,683.8017519182157,21.75762055070288,3.286430544405028
one_step_greedy,900,1.0,0.1191379965684705,1.0,2.0,1160.8631166650578,66.30689129852016,45.24416604744291,4,3,1,3,0.02666666666666667,0.9733333333333334,0.0,0.0,1161.3396686513317,0.05606430000625551,3034,stack_3,354,83.23189536780758,True,0.0,0,2,1.0,662.0441313675128,683.8017519182157,21.75762055070288,3.286430544405028
break_even_hysteresis,900,1.0,0.1191379965684705,1.0,2.0,1159.6021287507244,66.23486541763538,45.29336598004512,6,4,2,5,0.034444444444444444,0.9655555555555555,0.0,0.0,1160.3169567301352,0.059552500024437904,3034,stack_3,354,83.23189536780758,True,0.0,0,2,0.967032967032967,661.821247163213,683.5276235751888,21.70637641197584,3.279794431656069
offline_dp,900,1.0,0.1191379965684705,1.0,2.0,1159.285147770828,66.21675990366396,45.305750452975516,6,4,2,5,0.05,0.95,0.0,0.0,1159.9999757502387,0.05930730002000928,3034,stack_3,354,83.23189536780758,True,0.0,0,2,0.9395604395604396,661.5860195003409,683.3003571017744,21.7143376014335,3.2821639154093862
average,900,1.0,0.1191379965684705,1.0,2.0,1134.5843802167171,65.46256922778194,45.827715523374586,2,2,0,1,0.0,1.0,0.0,0.0,1134.8226562098541,0.20242340001277626,3035,stack_1,348,83.95858935878694,False,0.0,0,0,0.0,707.9544546082739,707.9544546082739,0.0,0.0
daisy_chain,900,1.0,0.1191379965684705,1.0,2.0,1373.1012391497625,79.22437193029681,37.86713516188497,32,17,15,32,0.43222222222222223,0.5677777777777778,0.0,0.0,1376.9136550399535,0.20623699994757771,3035,stack_1,348,83.95858935878694,False,0.0,0,0,0.0,855.2664620411944,855.2664620411944,0.0,0.0
instantaneous,900,1.0,0.1191379965684705,1.0,2.0,1130.5705206758291,65.23097996686175,45.99041745998659,22,12,10,22,0.19555555555555557,0.8044444444444444,0.0,0.0,1133.1915566003354,0.05035919998772442,3035,stack_1,348,83.95858935878694,False,0.0,0,0,0.0,705.3881280112175,705.3881280112175,0.0,0.0
sticky,900,1.0,0.1191379965684705,1.0,2.0,1133.9202236332349,65.42424911948291,45.85455760479823,2,2,0,2,0.025555555555555557,0.9744444444444444,0.0,0.0,1134.1584996263718,0.05214250017888844,3035,stack_1,348,83.95858935878694,False,0.0,0,0,0.0,706.9492192940023,706.9492192940023,0.0,0.0
one_step_greedy,900,1.0,0.1191379965684705,1.0,2.0,1133.9202236332349,65.42424911948291,45.85455760479823,2,2,0,2,0.025555555555555557,0.9744444444444444,0.0,0.0,1134.1584996263718,0.052883199881762266,3035,stack_1,348,83.95858935878694,False,0.0,0,0,0.0,706.9492192940023,706.9492192940023,0.0,0.0
break_even_hysteresis,900,1.0,0.1191379965684705,1.0,2.0,1132.6935689182237,65.35347433128719,45.90421596857296,12,7,5,12,0.043333333333333335,0.9566666666666667,0.0,0.0,1134.1232248770455,0.05534070008434355,3035,stack_1,348,83.95858935878694,False,0.0,0,0,0.0,706.8368722987886,706.8368722987886,0.0,0.0
offline_dp,900,1.0,0.1191379965684705,1.0,2.0,1131.371371394286,65.2771869713933,45.95786275708682,12,7,5,12,0.1322222222222222,0.8677777777777778,0.0,0.0,1132.8010273531077,0.058768700109794736,3035,stack_1,348,83.95858935878694,False,0.0,0,0,0.0,706.0641845541945,706.0641845541945,0.0,0.0
average,900,1.0,0.1191379965684705,1.0,2.0,1151.7623128265911,66.4536912829342,45.144219110826505,4,3,1,2,0.0,1.0,0.0,0.0,1152.2388648128651,0.18377439980395138,3035,stack_2,348,83.95858935878694,True,0.0,0,2,1.0,707.9544546082739,725.1323872181489,17.17793260987503,2.4264177586649893
daisy_chain,900,1.0,0.1191379965684705,1.0,2.0,1375.8784729205456,79.38461109906352,37.79069971453702,34,18,16,33,0.43222222222222223,0.5677777777777778,0.0,0.0,1379.9291648038736,0.2034752001054585,3035,stack_2,348,83.95858935878694,True,0.0,0,2,0.5833333333333334,855.2664620411944,858.0436958119699,2.777233770775524,0.3247214633141704
instantaneous,900,1.0,0.1191379965684705,1.0,2.0,1141.7515075825959,65.87609384484351,45.54004077815903,24,13,11,23,0.19555555555555557,0.8044444444444444,0.0,0.0,1144.6108195002391,0.0502103001344949,3035,stack_2,348,83.95858935878694,True,0.0,0,2,0.8007246376811594,705.3881280112175,716.5691149179801,11.180986906762541,1.585082944092986
sticky,900,1.0,0.1191379965684705,1.0,2.0,1145.4137013146951,66.08739290280103,45.394437096532215,4,3,1,3,0.025555555555555557,0.9744444444444444,0.0,0.0,1145.890253300969,0.051523700123652816,3035,stack_2,348,83.95858935878694,True,0.0,0,2,1.0,706.9492192940023,718.4426969754581,11.493477681455829,1.6257854691364981
one_step_greedy,900,1.0,0.1191379965684705,1.0,2.0,1145.4137013146951,66.08739290280103,45.394437096532215,4,3,1,3,0.025555555555555557,0.9744444444444444,0.0,0.0,1145.890253300969,0.05490990006364882,3035,stack_2,348,83.95858935878694,True,0.0,0,2,1.0,706.9492192940023,718.4426969754581,11.493477681455829,1.6257854691364981
break_even_hysteresis,900,1.0,0.1191379965684705,1.0,2.0,1143.9750603338482,66.00438705815452,45.4515242654522,16,9,7,15,0.05444444444444444,0.9455555555555556,0.0,0.0,1145.8812682789437,0.05563249997794628,3035,stack_2,348,83.95858935878694,True,0.0,0,2,0.9565217391304348,706.8368722987886,718.1183637144084,11.281491415619712,1.5960530438840603
offline_dp,900,1.0,0.1191379965684705,1.0,2.0,1142.4620915941825,65.91709269504958,45.51171596536911,14,8,6,14,0.14888888888888888,0.8511111111111112,0.0,0.0,1144.130023546141,0.06257529999129474,3035,stack_2,348,83.95858935878694,True,0.0,0,0,0.8605072463768116,706.0641845541945,717.1353751688946,11.071190614700072,1.5680147579912207
average,900,1.0,0.1191379965684705,1.0,2.0,1161.5852061760613,67.02044669321403,44.76245904078344,4,3,1,2,0.0,1.0,0.0,0.0,1162.0617581623353,0.197942900005728,3035,stack_3,348,83.95858935878694,True,0.0,0,2,1.0,707.9544546082739,734.9552805676192,27.00082595934532,3.8139213311801923
daisy_chain,900,1.0,0.1191379965684705,1.0,2.0,1368.5415592530687,78.96129025378296,37.99330013932051,34,18,16,33,0.43222222222222223,0.5677777777777778,0.0,0.0,1372.5922511363967,0.21092450013384223,3035,stack_3,348,83.95858935878694,True,0.0,0,2,0.5833333333333334,855.2664620411944,850.706782144508,-4.559679896686362,-0.533129743659555
instantaneous,900,1.0,0.1191379965684705,1.0,2.0,1155.1609203728333,66.6497821031969,45.011399967594315,24,13,11,23,0.19555555555555557,0.8044444444444444,0.0,0.0,1158.0202322904765,0.05221459991298616,3035,stack_3,348,83.95858935878694,True,0.0,0,2,0.8007246376811594,705.3881280112175,729.9785277082174,24.59039969699984,3.486080743424247
sticky,900,1.0,0.1191379965684705,1.0,2.0,1158.6527247596803,66.85125013888427,44.875750173219856,4,3,1,3,0.025555555555555557,0.9744444444444444,0.0,0.0,1159.1292767459543,0.04843640001490712,3035,stack_3,348,83.95858935878694,True,0.0,0,2,1.0,706.9492192940023,731.6817204204474,24.732501126445072,3.4984834060845627
one_step_greedy,900,1.0,0.1191379965684705,1.0,2.0,1158.6527247596803,66.85125013888427,44.875750173219856,4,3,1,3,0.025555555555555557,0.9744444444444444,0.0,0.0,1159.1292767459543,0.051051000133156776,3035,stack_3,348,83.95858935878694,True,0.0,0,2,1.0,706.9492192940023,731.6817204204474,24.732501126445072,3.4984834060845627
break_even_hysteresis,900,1.0,0.1191379965684705,1.0,2.0,1157.3554394141527,66.77640014692196,44.9260516200241,14,8,6,13,0.04888888888888889,0.9511111111111111,0.0,0.0,1159.0233713661112,0.05340870004147291,3035,stack_3,348,83.95858935878694,True,0.0,0,2,0.9655797101449275,706.8368722987886,731.4987427947162,24.661870495927587,3.489046972849863
offline_dp,900,1.0,0.1191379965684705,1.0,2.0,1156.1666087612653,66.70780770878184,44.97224692342967,12,7,5,12,0.1322222222222222,0.8677777777777778,0.0,0.0,1157.596264720087,0.05824490007944405,3035,stack_3,348,83.95858935878694,True,0.0,0,0,0.8876811594202898,706.0641845541945,730.7176382809084,24.653453726713906,3.491673174483423
